Translate this English sentence into Hindi:,"Democracy is the worst form of government, except all the others that have been tried.","लोकतंत्र सरकार का सबसे घिनौना रूप है, अगर बाकी सारी तरह की सरकारों को अंदेखा किया जाए तो।"
Convert this sentence into Hindi:,"When I left the train station, I saw a man.",मैंने ट्रेन स्टेशन से निकलने के समय एक आदमी को देखा।
What is the Hindi translation of this sentence?,Did you miss me?,मेरी याद आई क्या?
Convert this sentence into Hindi:,Thank you very much!,आपका बहुत बहुत धन्यवाद!
Translate the following to Hindi:,Thank you very much!,आपका बहुत बहुत शुक्रिया!
How do you say this in Hindi?,I'll take him.,मैं उसे लेलूँगा।
Translate this English sentence into Hindi:,They say love is blind.,कहते हैं कि प्यार अंधा होता है।
How do you say this in Hindi?,It's impossible for me to explain it to you.,मुझे तुमको यह बात समझाना नामुमकिन है।
Translate the following to Hindi:,It is already eleven.,ग्यारह बज चुके हैं।
Provide the Hindi translation of:,I have a bone to pick with you.,मैं तुमसे खुश नहीं हूँ।
What is the Hindi translation of this sentence?,The world is a den of crazies.,दुनिया पागलों से भरी हुई है।
Convert this sentence into Hindi:,My name is Jack.,मेरा नाम जैक है।
Convert this sentence into Hindi:,Would you like to dance with me?,मेरे साथ नाचना चाहोगी क्या?
Provide the Hindi translation of:,Would you like to dance with me?,मेरे साथ डान्स करना चाहती हो क्या?
What is the Hindi translation of this sentence?,Italy is a very beautiful country.,इटली एक बहुत सुंदर देश है।
Translate the following to Hindi:,Open your mouth!,अपना मूँह खोलो!
What is the Hindi translation of this sentence?,Nobody came.,कोई नहीं आया।
How do you say this in Hindi?,I have a headache.,मेरे सिर में दर्द हो रहा है।
Provide the Hindi translation of:,I have a headache.,मुझे सिरदर्द हो रहा है।
Provide the Hindi translation of:,It's too expensive!,बहुत महंगा है!
Provide the Hindi translation of:,It's too expensive!,बहुत महंगी है!
What is the Hindi translation of this sentence?,You should have listened to me.,तुम्हें मेरी बात सुन लेनी चाहिए थी।
Translate this English sentence into Hindi:,I'm starving!,मैं भूख से मरा जा रहा हूँ।
How do you say this in Hindi?,I am married and have two children.,मैं शादीशुदा हूँ और मेरे दो बच्चे हैं।
Provide the Hindi translation of:,"Who searches, finds.","जो ढूँढता है, उसीको मिलता है।"
Convert this sentence into Hindi:,"I don't think, therefore I am not.","मैं सोचता नहीं, अतः मैं नहीं हूं।"
Translate the following to Hindi:,"I don't think, therefore I am not.","मैं सोचती नहीं, अतः मैं नहीं हूं।"
Convert this sentence into Hindi:,I find foreign languages very interesting.,मेरे ख़याल से विदेशी भाषाएँ बहुत ही दिलचस्प होतीं हैं।
Translate the following to Hindi:,It's cold.,ठंड हो रही है।
What is the Hindi translation of this sentence?,"When you can't do what you want, you do what you can.","जब वह नहीं कर सकते जो करना चाहते हो, तो वह करो जो कर सकते हो।"
Translate the following to Hindi:,You didn't tell him anything?,तुमने उसे कुछ भी नहीं बताया?
How do you say this in Hindi?,You made me lose my mind.,तुमने मुझे पागल कर दिया।
How do you say this in Hindi?,"Could you call again later, please?",क्या आप थोड़ी देर बाद फिरसे फ़ोन कर सकतें हैं?
How do you say this in Hindi?,I don't want to go to school.,मैं स्कुल जाना नहीं चाहता हूँ।
What is the Hindi translation of this sentence?,Justice is expensive.,इंसाफ़ महंगा होता है।
What is the Hindi translation of this sentence?,Blind people sometimes develop a compensatory ability to sense the proximity of objects around them.,कुछ नेत्रहीन व्यक्तियों में उनके आास-पास की चीज़ों की दूरी को महसूस करने की क्षतिपूरक क्षमता पैदा हो जाती है।
Convert this sentence into Hindi:,I cannot dance one single step of Salsa.,मुझे साल्सा नाचना बिलकुल नहीं आता।
Convert this sentence into Hindi:,I like my job very much.,मुझे अपना काम बहुत पसंद है।
How do you say this in Hindi?,But you've never told me about this!,पर तुमने मुझे यह पहले कभी बताया नहीं था!
What is the Hindi translation of this sentence?,You had plenty of time.,तुम्हारे पास काफ़ी समय था।
Convert this sentence into Hindi:,How many sandwiches are there left?,कितने सैंडविच बचे हैं?
Translate the following to Hindi:,I can't believe it!,मुझे विश्वास नहीं होता!
Translate the following to Hindi:,He's rich. He doesn't need money!,वह अमीर है। उसे पैसों की ज़रूरत नहीं है।
Convert this sentence into Hindi:,He's sleeping like a baby.,वह बच्चे की तरह सो रहा है।
Provide the Hindi translation of:,There's a secret path on the left.,बाईं ओर को एक गुप्त रास्ता है।
Provide the Hindi translation of:,Are you saying my life is in danger?,क्या तुम कह रहे हो कि मेरी जान ख़तरे में है?
Translate this English sentence into Hindi:,So what if I am gay? Is it a crime?,तो क्या अगर मैं गे हूँ? कोई अपराध है क्या?
Convert this sentence into Hindi:,I spent the whole afternoon chatting with friends.,मैंने दोपहरभर अपने दोस्तों से गप मारी।
What is the Hindi translation of this sentence?,"Sir, you are not allowed to park your car here.",आप अपनी गाड़ी यहाँ खड़ी नहीं कर सकते हैं।
Provide the Hindi translation of:,"When I was your age, Pluto was a planet.",जब मैं तुम्हारी उम्र का था तब प्लूटो ग्रह था।
How do you say this in Hindi?,"If I don't do it now, I never will.",अगर मैं अभी नहीं करूँगा तो कभी नहीं करूँगा।
Translate the following to Hindi:,"Perhaps you are right, I have been selfish.","शायद तुम सही हो, शायद मैं स्वार्थी रहा हूँ।"
Translate the following to Hindi:,We men are used to waiting for the women.,हम मर्दों को औरतों का इंतेज़ार करने की आदत है।
How do you say this in Hindi?,Take good care of yourself.,अपना अच्छे से ख़याल रखना।
How do you say this in Hindi?,Do you have a pen on you?,तुम्हारे पास कलम है क्या?
Translate the following to Hindi:,"The sooner, the better.",जितना जल्दी उतना अच्छा।
Translate this English sentence into Hindi:,I don't know him.,मैं उसे नहीं जानता।
Provide the Hindi translation of:,Look carefully. I'm going to show you how it's done.,ग़ौर से देखा। मैं तुम्हें दिखाऊँगा कैसे किया जाता है।
What is the Hindi translation of this sentence?,Fifty-two per cent of British women prefer chocolate to sex.,बावन प्रतिशत ब्रिटिश औरतें सेक्स से ज़्यादा चॉकलेट पसंद करती हैं।
Convert this sentence into Hindi:,He's a good person.,वह अच्छा इनसान है।
Convert this sentence into Hindi:,Make yourself at home.,इसको अपना घर ही समझो।
What is the Hindi translation of this sentence?,I'm going to take a bath.,मैं नहाने जा रहा हूँ।
Translate the following to Hindi:,Don't forget the ticket.,टिकट भूलना मत।
Translate the following to Hindi:,I talked to friends.,मैंने दोस्तों से बात की।
Translate the following to Hindi:,Tell me what happened.,मुझे बताओ क्या हुआ।
What is the Hindi translation of this sentence?,It's more difficult than you think.,जितना तुम सोच रहे हो उतना आसान नहीं है।
Provide the Hindi translation of:,I don't know if I'll have time to do it.,मुझे नहीं पता मेरे पास यह करने के लिए समय होगा कि नहीं।
Translate this English sentence into Hindi:,For once in my life I'm doing a good deed... And it is useless.,मैंने ज़िन्दगी में पहली बार कोई अच्छा काम किया पर वह भी बेकार निकला।
Provide the Hindi translation of:,It's been ten years since we last met.,हमारी पिछली मुलाक़ात से अब दस साल हो गए हैं।
How do you say this in Hindi?,I buried my dog at the pet cemetery.,मैंने अपने कुत्ते को पालतू जानवरों के कब्रिस्तान में बरी कर दिया।
How do you say this in Hindi?,You should take care of your sick mother.,तुम्हें अपनी बीमार माँ का ख़याल रखना चाहिए।
Translate the following to Hindi:,Can you keep a secret?,तुम राज़ रख सकते हो क्या?
Translate the following to Hindi:,"You are tired, aren't you?","तुम थक गए हो, है ना?"
Convert this sentence into Hindi:,Are you younger than him?,तुम उससे छोटे हो क्या?
What is the Hindi translation of this sentence?,You must take his age into account.,तुम्हें उसकी उम्र का भी लिहाज़ करना चाहिए।
Translate the following to Hindi:,All you have to do is follow his advice.,तुम्हें बस उसकी सलाह के मुताबिक काम करना होगा।
Convert this sentence into Hindi:,It would be better for you not to ask him for advice.,बहतर होगा कि तुम उससे सलाह न माँगो।
Translate the following to Hindi:,You must study hard.,तुम्हें मन लगाकर पढ़ना होगा।
Convert this sentence into Hindi:,It is necessary for you to see a doctor at once.,तुम्हें जल्द-से-जल्द डॉक्टर के पास जाने की ज़रूरत है।
What is the Hindi translation of this sentence?,Are you meeting someone here?,तुम यहाँ किसी से मिल रहे हो क्या?
What is the Hindi translation of this sentence?,You may have read this book already.,तुमने यह किताब पहले ही पढ़ी होगी.
Translate this English sentence into Hindi:,Do you believe in God?,क्या तुम भगवान में विश्वास करते हो?
Convert this sentence into Hindi:,You ought not to have spent so much money on your hobby.,तुम्हें अपने शौक पर इतने सारे पैसे खर्च नहीं करने चाहिए थे।
Provide the Hindi translation of:,Can you drive a car?,तुम्हें गाड़ी चलाना आता है क्या?
Translate this English sentence into Hindi:,Can you drive a car?,तुम गाड़ी चला सकते हो क्या?
Convert this sentence into Hindi:,Do you have a room of your own?,क्या तुम्हारे पास अपना खुद का कमरा है?
How do you say this in Hindi?,You had better do as I suggest.,बहतर होगा कि तुम वैसा ही करो जैसा मैं बताऊं।
Translate the following to Hindi:,You look happy today.,तुम आज खुश लगते हो।
Convert this sentence into Hindi:,You have to go.,तुम्हें जाना होगा।
How do you say this in Hindi?,You should conform to the rules.,तुम्हें नियमों का पालन करना चाहिए।
Translate this English sentence into Hindi:,Would you like to go abroad?,तुम विदेश जाना चाहती हो क्या?
How do you say this in Hindi?,You should have attended the meeting.,तुम्हें मीटिंग में आना चाहिए था।
How do you say this in Hindi?,How many books do you have?,तुम्हारे पास कितनी किताबें हैं?
Translate the following to Hindi:,What are you looking for?,क्या ढूँढ रहे हो?
Translate the following to Hindi:,What are you going to be?,तुम क्या बनोगे?
What is the Hindi translation of this sentence?,Did you read it at all?,तुमने पूरा पढ़ लिया क्या?
Provide the Hindi translation of:,"You have only to study hard, and you will pass the test.",तुम्हें टेस्ट पास करने के लिए बस मन लगाकर पढ़ना होगा।
Translate this English sentence into Hindi:,You are too ready to speak ill of others.,तुम हमेशा लोगों की बुराई करने को तैयार रहते हो।
What is the Hindi translation of this sentence?,You'll have to manufacture some kind of excuse.,तुम्हें कोई-न-कोई बहाना बनाना पड़ेगा।
Translate the following to Hindi:,How rude of you!,कितने बदतमीज़ हो तुम!
Translate the following to Hindi:,How rude of you!,बदतमीज़!
Provide the Hindi translation of:,How long will you stay here?,आप यहाँ कितने दिन रहेंगे?
Translate the following to Hindi:,Where were you?,तुम कहाँ थे?
How do you say this in Hindi?,Where were you?,आप कहाँ थे?
How do you say this in Hindi?,How did you come to know her?,तुम उसे कैसे जानते थे?
What is the Hindi translation of this sentence?,What have you come here for?,तुम यहाँ क्यों आए हो?
Translate the following to Hindi:,What have you come here for?,आप लोग यहाँ क्या करने के लिए आए हैं?
What is the Hindi translation of this sentence?,You owe me an apology for that.,तुम्हें इस बात के लिए मुझसे माफ़ी माँगनी चाहिए।
What is the Hindi translation of this sentence?,You should make use of this chance.,तुम्हें इस मौके का फ़ायदा उठाना चाहिए।
What is the Hindi translation of this sentence?,You should make use of this chance.,तुम्हें इस मौके को गवा नहीं देना चाहिए।
Provide the Hindi translation of:,You can study here.,तुम यहाँ पढ़ाई कर सकते हो।
Provide the Hindi translation of:,You can study here.,तुम यहाँ पढ़ाई कर सकती हो।
Translate the following to Hindi:,Haven't you got any money?,तुम्हारे पास कुछ पैसे नहीं हैं क्या?
How do you say this in Hindi?,When did you begin studying English?,आपने अंग्रेज़ी सीखना कब शुरू किया?
What is the Hindi translation of this sentence?,When did you begin studying English?,तुमने अंग्रेज़ी सीखना कब शुरू किया?
Translate the following to Hindi:,When did you begin studying English?,तुम कब से अंग्रेज़ी सीखने लगे?
Translate the following to Hindi:,When did you begin studying English?,तुम कब से अंग्रेज़ी सीखने लगी?
Translate this English sentence into Hindi:,When did you begin studying English?,आप कब से अंग्रेज़ी सीखने लगें?
Provide the Hindi translation of:,When did you begin studying English?,आप कब से अंग्रेज़ी सीखने लगीं?
Translate this English sentence into Hindi:,You are always complaining.,तुम हमेशा शिकायत करते रहते हो।
What is the Hindi translation of this sentence?,You can't go naked in this hotel.,तुम इस होटेल में नंगे नहीं जा सकते।
Convert this sentence into Hindi:,You can't go naked in this hotel.,आप इस होटेल में नंगे नहीं जा सकतें।
What is the Hindi translation of this sentence?,You can't go naked in this hotel.,तुम इस होटेल में नंगी नहीं जा सकती।
Translate this English sentence into Hindi:,You can't go naked in this hotel.,आप इस होटेल में नंगी नहीं जा सकती।
Translate this English sentence into Hindi:,Your friendship is most precious to me.,तुम्हारी दोस्ती ही मेरे लिए सबसे अनमोल है।
Translate the following to Hindi:,Your friendship is most precious to me.,आपकी दोस्ती ही मेरे लिए सबसे अनमोल है।
Translate the following to Hindi:,Where are your eyes?,तुम्हारी आँखें कहाँ हैं?
How do you say this in Hindi?,Your daughter is not a child anymore.,तुम्हारी बेटी अब बच्ची नहीं है।
Translate the following to Hindi:,You have been beaten. Give in!,तुम हरा दिए गए हो। हार मान भी लो।
Convert this sentence into Hindi:,It's your move.,तुम्हारी चाल है।
Provide the Hindi translation of:,Your hair is too long.,तुम्हारे बाल कुछ ज़्यादा ही लम्बे हैं।
How do you say this in Hindi?,Mind your own business!,अपने काम से काम रखो!
Translate this English sentence into Hindi:,Your bicycle is similar to mine.,तुम्हारी साईकल मेरी साईकल जैसी है।
How do you say this in Hindi?,Is your watch correct?,तुम्हारी घड़ी सही है क्या?
What is the Hindi translation of this sentence?,Your examination results are excellent.,तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं।
Translate this English sentence into Hindi:,May we accompany you on your walk?,हम तुम्हारे साथ सैर करने चलें क्या?
How do you say this in Hindi?,You have the freedom to travel wherever you like.,तुम्हारे पास जहाँ भी जाने की मर्ज़ी हो वहाँ जाने की आज़ादी है।
Provide the Hindi translation of:,I think you're right.,मेरे ख़याल से तुम सही हो।
Translate the following to Hindi:,You may be right.,तुम शायद सही हो।
Translate this English sentence into Hindi:,That is no business of yours.,इसका तुमसे कोई लेना-देना नहीं है।
What is the Hindi translation of this sentence?,Your house needs repairing.,तुम्हारे मकान को मरम्मत की ज़रूरत है।
Convert this sentence into Hindi:,Can I use your pencil?,मैं तुम्हारी पेनसिल इस्तेमाल कर सकता हूँ क्या?
How do you say this in Hindi?,Here is your bag.,"यह लो, तुम्हारा बस्ता।"
Translate the following to Hindi:,You've got nothing to complain of.,तुम्हारे पास शिकायत करने के लिए को भी वजह नहीं है।
Provide the Hindi translation of:,Didn't I tell you so?,मैंने तुम्हें बताया नहीं था?
Convert this sentence into Hindi:,Who is your teacher?,तुम्हारे टीचर कौन हैं?
Translate the following to Hindi:,Either you or I am wrong.,या तुम गलत हो या मैं |
What is the Hindi translation of this sentence?,The success resulted from your efforts.,यह कामयाबी तुम्हारे कर्मों का फल है।
Provide the Hindi translation of:,It makes no difference whether you agree or not.,"तुम मानो या न मानो, उससे कोई फ़र्क नहीं पड़ता।"
Translate the following to Hindi:,It will not make much difference whether you go today or tomorrow.,"तुम आज जाओ या कल, इससे ज़्यादा फ़र्क नहीं पड़ेगा।"
What is the Hindi translation of this sentence?,Be sure to put out the fire before you leave.,जाने से पहले आग को बुझाना मत भूलना।
What is the Hindi translation of this sentence?,"Whatever you say, I'll marry her.","तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा।"
Translate the following to Hindi:,I can't allow you to do that.,मैं तुम्हें यह करने नहीं दे सकता।
Translate the following to Hindi:,You can do this with ease.,तुम यह आसानी से कर सकता हो।
What is the Hindi translation of this sentence?,"Take off your socks, please.",अपने मोज़े उतारिए।
Convert this sentence into Hindi:,Your feet are swollen because your shoes are too small.,तुम्हारे पैर सूज गए हैं क्योंकि तुम्हारे जूते बहुत छोटे हैं।
What is the Hindi translation of this sentence?,Hunger drove him to steal.,भूख ने उसे चोरी करने पर मजबूर किया।
Convert this sentence into Hindi:,Karate is an art of unarmed defense.,कराटे निहत्थे रक्षा की कला है।
Translate this English sentence into Hindi:,Karate is an art of unarmed defense.,कराटे बेहथियार रक्षा की कला है।
How do you say this in Hindi?,We would die without air.,हम हवा के बिना मर जाएँगे।
How do you say this in Hindi?,Without air there can be no wind or sound on the moon.,वातावरण के बिना चाँद पर हवा और आवाज़ नहीं हो सकतीं।
How do you say this in Hindi?,Look up to the skies.,आसमानों को देखो।
Convert this sentence into Hindi:,The sky clouded over.,आसमान बादल-बादल हो गया।
Convert this sentence into Hindi:,There are billions of stars in the sky.,आकाश में कई अरब सितारे हैं।
Provide the Hindi translation of:,You can see a lot of stars in the sky.,तुम्हें आसमान में बहुत सारे सितारे दिखाई देंगे।
How do you say this in Hindi?,"Seen from the sky, the river looked like a huge snake.",आसमान से वह नदी एक विशाल सांप की तरह दिख रही थी।
What is the Hindi translation of this sentence?,The rich are not always happier than the poor.,अमीर हमेशा गरीबों से ज़्यादा ख़ुश नहीं होते।
Translate this English sentence into Hindi:,"He may be rich, but he is stingy.",वह अमीर है हो है पर कंजूस भी है।
Convert this sentence into Hindi:,I'm broke.,मेरा दीवालिया हो चुका है।
What is the Hindi translation of this sentence?,Get out your wallet.,अपना बटुआ निकालो।
How do you say this in Hindi?,Get out your wallet.,अपना बटुआ निकालें।
What is the Hindi translation of this sentence?,Get out your wallet.,अपना बटुआ निकालिए।
How do you say this in Hindi?,Too much money?,पैसे बहुत ज़्यादा हैं क्या?
Provide the Hindi translation of:,A fire broke out near my house.,मेरे घर के पड़ोस में आग लग गई थी।
Provide the Hindi translation of:,Business is so slow these days.,कारोबार में आजकल मंदी पड़ गई है।
How do you say this in Hindi?,What number should I call in case of an emergency?,आपातकालीन स्तिथि में मुझे क्या नम्बर मिलाना चाहिए?
Translate the following to Hindi:,"In case of emergency, call 119.",आपातकाल में ११९ को फ़ोन करें
Provide the Hindi translation of:,I advise you to stop smoking.,मेरे ख़याल से तुम्हें सिगरेट पीना छोड़ देना चहिए।
How do you say this in Hindi?,I advise you to stop smoking.,मैं तुम्हें सिगरेट पीना छोड़ देने की सलाह देना चाहता हूँ।
Translate this English sentence into Hindi:,You startled me!,तुमने मुझे डरा दिया!
How do you say this in Hindi?,"To my surprise, she could not answer the question.",मैं हैरान था कि वह सवाल का जवाब नहीं दे पाई।
Provide the Hindi translation of:,Tom started the engine.,टॉम ने इंजन को चालू कर दिया।
How do you say this in Hindi?,Mr Hashimoto is known to everyone.,हाशिमोतो-जी को सभी जानते हैं।
Convert this sentence into Hindi:,The bridge is safe; you can drive across.,"ब्रिज सुरक्षित है, तुम उसपर गाड़ी चलाकर जा सकते हो।"
Provide the Hindi translation of:,Do you know the man standing on the bridge?,तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?
What is the Hindi translation of this sentence?,It is the students' duty to clean their classrooms.,अपनी कक्षा की सफ़ाई करना विद्यार्थियों का कर्तव्य होता है।
Translate the following to Hindi:,Take off your hat when you enter a classroom.,क्लासरूम में घुसते समय अपनी टोपी उतारा करो।
Translate the following to Hindi:,You must not forget your schoolbooks.,तुम्हें अपनी पाठशाला की पुस्तकें नहीं भूलनी चाहिए।
Translate this English sentence into Hindi:,There are many old temples in Kyoto.,क्योटो में बहुत सारे पुराने मंदिर हैं।
Convert this sentence into Hindi:,How is it going in the fish market?,मछली बाज़ार में कैसा चल रहा है?
Convert this sentence into Hindi:,Fish live in the water.,मछलियाँ पानी में जीतीं हैं।
How do you say this in Hindi?,Fish live in the sea.,मछलियाँ समुंदर में रहतीं हैं।
Convert this sentence into Hindi:,I'm allergic to fish.,मुझे मछली से एलर्जी है।
How do you say this in Hindi?,The fisherman exaggerated the size of the fish he had caught.,मछवारे ने पकड़ी हुई मछली के आकार को बढ़ा-चढ़ाकर बताया।
Convert this sentence into Hindi:,Is there a milkman?,दूधवाला है?
Convert this sentence into Hindi:,I ran into an old friend.,मेरी एक पुराने दोस्त से मुलाक़ात हुई।
Translate the following to Hindi:,Misfortunes never come singly.,मुसीबत अकेले नहीं आती।
Convert this sentence into Hindi:,Rub salt in the wound.,जले पर नमक छिड़कना।
Translate this English sentence into Hindi:,Do you need an ambulance?,आपको ऐमब्यूलेंस की ज़रूरत है क्या?
Translate the following to Hindi:,"Hurry, and you will catch the train.",जल्दी करो तो ट्रेन पकड़ सकते हो।
Convert this sentence into Hindi:,"Hurry up, and you can catch the train.",जल्दी करोगे तो अभी भी ट्रेन पकड़ सकते हो।
Translate the following to Hindi:,"Hurry up, or you'll miss the bus.",जल्दी करो नहीं तो बस छूट जाएगी।
Provide the Hindi translation of:,You make mistakes if you do things in a hurry.,जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।
Translate this English sentence into Hindi:,I haven't seen him for a long time.,मैंने उसे बहुत दिनों से नहीं देखा है।
Translate this English sentence into Hindi:,Smoking will do you a lot of harm.,धूम्रपान आपको हानि पहुँचाएगा।
Provide the Hindi translation of:,What is the difference between imitation and real diamonds?,असली और नकली हीरों में क्या फ़र्क होता है?
How do you say this in Hindi?,What is done cannot be undone.,होनी को अनहोनी नहीं किया जा सकता।
Translate this English sentence into Hindi:,What is done cannot be undone.,जो हो चुका है सो हो चुका है।
Provide the Hindi translation of:,Reporter: Did you buy her a kitten?,रिपोर्टर: क्या आपने उसके लिए बिल्ली खरीदी थी?
What is the Hindi translation of this sentence?,Our train stopped suddenly.,हमारी ट्रेन अचानक रुक गई।
How do you say this in Hindi?,Please make yourself at home.,इसको अपना घर ही समझो।
Translate the following to Hindi:,Please make yourself at home.,इसको अपना घर ही समझिए।
How do you say this in Hindi?,What's the temperature?,तापमान क्या है?
Translate the following to Hindi:,You can go home if you like.,चाहो तो घर जा सकते हो।
How do you say this in Hindi?,You can go home if you like.,चाहो तो घर जा सकती हो।
Translate this English sentence into Hindi:,Keep sight of the flag.,झंडे को नज़र में रखना।
Provide the Hindi translation of:,There is a book on the desk.,मेज़ पर किताब है।
What is the Hindi translation of this sentence?,There is a bag on the desk.,मेज़ पर बस्ता रखा हुआ है।
Translate this English sentence into Hindi:,There is a cat under the desk.,मेज़ के नीचे एक बिल्ली है।
Convert this sentence into Hindi:,I agree with you to a degree.,मैं तुम्हारे साथ एक हद तक सहमत हूँ।
Convert this sentence into Hindi:,Don't give up hope.,उम्मीद मत छोड़ो।
Provide the Hindi translation of:,"Strange as it may sound, this is true.","चाहे सुनने में जितना भी अजीब लगे, यह सच है।"
Provide the Hindi translation of:,I will be pleased to help you.,मुझे आपकी मदद करके खुशी होगी।
Convert this sentence into Hindi:,Turn your face this way.,अपना मूँह इस ओर मोड़ो।
Translate the following to Hindi:,Turn your face this way.,अपना मूँह इस तरफ़ मोड़ो।
Translate this English sentence into Hindi:,I don't exist to you.,मैं तुम्हारी आँखों में मर चुका हूँ।
Translate the following to Hindi:,I've lost my glasses.,मेरा चश्मा खो गया है।
Convert this sentence into Hindi:,I've lost my glasses.,मेरे चश्मे खो गए हैं।
Translate this English sentence into Hindi:,Cancer can be cured if discovered in time.,"कैंसर का अगर समय में पता चल जाए, तो उसका इलाज हो सकता है।"
Convert this sentence into Hindi:,It's as deep as it is wide.,"जितना गहरा है, उतना ही चौड़ा है।"
What is the Hindi translation of this sentence?,It's as deep as it is wide.,"जितनी गहरी है, उतनी ही चौड़ी है।"
Translate the following to Hindi:,Don't be afraid of making mistakes.,ग़लतियाँ करने से मत डरो।
Translate this English sentence into Hindi:,We ought to do our best not to pollute our environment.,हमे पर्यावरण के प्रदूषण को रोकने का प्रयास करना चाहिए।
Translate this English sentence into Hindi:,Kanji are difficult to read.,चीनी अक्षर पढ़ने में मुश्किल होते हैं।
Translate the following to Hindi:,The patient was lying in the bed with his eyes closed.,मरीज़ आँखें बंद कर बिस्टर पर लेटा हुआ था।
Convert this sentence into Hindi:,I feel cold. Do you mind closing the window?,मुझे ठंड लग रही है। खिड़की बंद कर सकते हो क्या?
Convert this sentence into Hindi:,Have fun.,मज़े करना।
What is the Hindi translation of this sentence?,Have fun.,मौज करना।
Translate this English sentence into Hindi:,"It's been nice talking to you, but I really must go now.","आपसे बात करके खुशी हुई, पर अब मुझे जाना पड़ेगा।"
Translate the following to Hindi:,Not all the students were present in class.,कक्षा में सभी विद्यार्थी उपस्थित नहीं थें।
Translate the following to Hindi:,The students assisted the professor in the investigation.,छात्रों ने प्रोफेसर की तहकीकात में सहायता करी।
Translate the following to Hindi:,School begins in April.,स्कूल अप्रैल में शुरू होता है।
How do you say this in Hindi?,School is over at 3:30.,स्कूल साढ़े तीन बजे छूटता है।
