You must take his age into account.,तुम्हें उसकी उम्र का भी लिहाज़ करना चाहिए।
All you have to do is follow his advice.,तुम्हें बस उसकी सलाह के मुताबिक काम करना होगा।
It would be better for you not to ask him for advice.,बहतर होगा कि तुम उससे सलाह न माँगो।
You must study hard.,तुम्हें मन लगाकर पढ़ना होगा।
It is necessary for you to see a doctor at once.,तुम्हें जल्द-से-जल्द डॉक्टर के पास जाने की ज़रूरत है।
Are you meeting someone here?,तुम यहाँ किसी से मिल रहे हो क्या?
You may have read this book already.,तुमने यह किताब पहले ही पढ़ी होगी.
Do you believe in God?,क्या तुम भगवान में विश्वास करते हो?
You ought not to have spent so much money on your hobby.,तुम्हें अपने शौक पर इतने सारे पैसे खर्च नहीं करने चाहिए थे।
Can you drive a car?,तुम्हें गाड़ी चलाना आता है क्या?
Can you drive a car?,तुम गाड़ी चला सकते हो क्या?
Do you have a room of your own?,क्या तुम्हारे पास अपना खुद का कमरा है?
You had better do as I suggest.,बहतर होगा कि तुम वैसा ही करो जैसा मैं बताऊं।
You look happy today.,तुम आज खुश लगते हो।
You have to go.,तुम्हें जाना होगा।
You should conform to the rules.,तुम्हें नियमों का पालन करना चाहिए।
Would you like to go abroad?,तुम विदेश जाना चाहती हो क्या?
You should have attended the meeting.,तुम्हें मीटिंग में आना चाहिए था।
How many books do you have?,तुम्हारे पास कितनी किताबें हैं?
What are you looking for?,क्या ढूँढ रहे हो?
What are you going to be?,तुम क्या बनोगे?
Did you read it at all?,तुमने पूरा पढ़ लिया क्या?
"You have only to study hard, and you will pass the test.",तुम्हें टेस्ट पास करने के लिए बस मन लगाकर पढ़ना होगा।
You are too ready to speak ill of others.,तुम हमेशा लोगों की बुराई करने को तैयार रहते हो।
You'll have to manufacture some kind of excuse.,तुम्हें कोई-न-कोई बहाना बनाना पड़ेगा।
How rude of you!,कितने बदतमीज़ हो तुम!
How rude of you!,बदतमीज़!
How long will you stay here?,आप यहाँ कितने दिन रहेंगे?
Where were you?,तुम कहाँ थे?
Where were you?,आप कहाँ थे?
How did you come to know her?,तुम उसे कैसे जानते थे?
What have you come here for?,तुम यहाँ क्यों आए हो?
What have you come here for?,आप लोग यहाँ क्या करने के लिए आए हैं?
You owe me an apology for that.,तुम्हें इस बात के लिए मुझसे माफ़ी माँगनी चाहिए।
You should make use of this chance.,तुम्हें इस मौके का फ़ायदा उठाना चाहिए।
You should make use of this chance.,तुम्हें इस मौके को गवा नहीं देना चाहिए।
You can study here.,तुम यहाँ पढ़ाई कर सकते हो।
You can study here.,तुम यहाँ पढ़ाई कर सकती हो।
Haven't you got any money?,तुम्हारे पास कुछ पैसे नहीं हैं क्या?
When did you begin studying English?,आपने अंग्रेज़ी सीखना कब शुरू किया?
When did you begin studying English?,तुमने अंग्रेज़ी सीखना कब शुरू किया?
When did you begin studying English?,तुम कब से अंग्रेज़ी सीखने लगे?
When did you begin studying English?,तुम कब से अंग्रेज़ी सीखने लगी?
When did you begin studying English?,आप कब से अंग्रेज़ी सीखने लगें?
When did you begin studying English?,आप कब से अंग्रेज़ी सीखने लगीं?
You are always complaining.,तुम हमेशा शिकायत करते रहते हो।
You can't go naked in this hotel.,तुम इस होटेल में नंगे नहीं जा सकते।
You can't go naked in this hotel.,आप इस होटेल में नंगे नहीं जा सकतें।
You can't go naked in this hotel.,तुम इस होटेल में नंगी नहीं जा सकती।
You can't go naked in this hotel.,आप इस होटेल में नंगी नहीं जा सकती।
Your friendship is most precious to me.,तुम्हारी दोस्ती ही मेरे लिए सबसे अनमोल है।
Your friendship is most precious to me.,आपकी दोस्ती ही मेरे लिए सबसे अनमोल है।
Where are your eyes?,तुम्हारी आँखें कहाँ हैं?
Your daughter is not a child anymore.,तुम्हारी बेटी अब बच्ची नहीं है।
You have been beaten. Give in!,तुम हरा दिए गए हो। हार मान भी लो।
It's your move.,तुम्हारी चाल है।
Your hair is too long.,तुम्हारे बाल कुछ ज़्यादा ही लम्बे हैं।
Mind your own business!,अपने काम से काम रखो!
Your bicycle is similar to mine.,तुम्हारी साईकल मेरी साईकल जैसी है।
Is your watch correct?,तुम्हारी घड़ी सही है क्या?
Your examination results are excellent.,तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं।
May we accompany you on your walk?,हम तुम्हारे साथ सैर करने चलें क्या?
You have the freedom to travel wherever you like.,तुम्हारे पास जहाँ भी जाने की मर्ज़ी हो वहाँ जाने की आज़ादी है।
I think you're right.,मेरे ख़याल से तुम सही हो।
You may be right.,तुम शायद सही हो।
That is no business of yours.,इसका तुमसे कोई लेना-देना नहीं है।
Your house needs repairing.,तुम्हारे मकान को मरम्मत की ज़रूरत है।
Can I use your pencil?,मैं तुम्हारी पेनसिल इस्तेमाल कर सकता हूँ क्या?
Here is your bag.,"यह लो, तुम्हारा बस्ता।"
You've got nothing to complain of.,तुम्हारे पास शिकायत करने के लिए को भी वजह नहीं है।
Didn't I tell you so?,मैंने तुम्हें बताया नहीं था?
Who is your teacher?,तुम्हारे टीचर कौन हैं?
Either you or I am wrong.,या तुम गलत हो या मैं |
The success resulted from your efforts.,यह कामयाबी तुम्हारे कर्मों का फल है।
It makes no difference whether you agree or not.,"तुम मानो या न मानो, उससे कोई फ़र्क नहीं पड़ता।"
It will not make much difference whether you go today or tomorrow.,"तुम आज जाओ या कल, इससे ज़्यादा फ़र्क नहीं पड़ेगा।"
Be sure to put out the fire before you leave.,जाने से पहले आग को बुझाना मत भूलना।
"Whatever you say, I'll marry her.","तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा।"
I can't allow you to do that.,मैं तुम्हें यह करने नहीं दे सकता।
You can do this with ease.,तुम यह आसानी से कर सकता हो।
"Take off your socks, please.",अपने मोज़े उतारिए।
Your feet are swollen because your shoes are too small.,तुम्हारे पैर सूज गए हैं क्योंकि तुम्हारे जूते बहुत छोटे हैं।
Hunger drove him to steal.,भूख ने उसे चोरी करने पर मजबूर किया।
Karate is an art of unarmed defense.,कराटे निहत्थे रक्षा की कला है।
Karate is an art of unarmed defense.,कराटे बेहथियार रक्षा की कला है।
We would die without air.,हम हवा के बिना मर जाएँगे।
Without air there can be no wind or sound on the moon.,वातावरण के बिना चाँद पर हवा और आवाज़ नहीं हो सकतीं।
Look up to the skies.,आसमानों को देखो।
The sky clouded over.,आसमान बादल-बादल हो गया।
There are billions of stars in the sky.,आकाश में कई अरब सितारे हैं।
You can see a lot of stars in the sky.,तुम्हें आसमान में बहुत सारे सितारे दिखाई देंगे।
"Seen from the sky, the river looked like a huge snake.",आसमान से वह नदी एक विशाल सांप की तरह दिख रही थी।
The rich are not always happier than the poor.,अमीर हमेशा गरीबों से ज़्यादा ख़ुश नहीं होते।
"He may be rich, but he is stingy.",वह अमीर है हो है पर कंजूस भी है।
I'm broke.,मेरा दीवालिया हो चुका है।
Get out your wallet.,अपना बटुआ निकालो।
Get out your wallet.,अपना बटुआ निकालें।
Get out your wallet.,अपना बटुआ निकालिए।
Too much money?,पैसे बहुत ज़्यादा हैं क्या?
A fire broke out near my house.,मेरे घर के पड़ोस में आग लग गई थी।
Business is so slow these days.,कारोबार में आजकल मंदी पड़ गई है।
What number should I call in case of an emergency?,आपातकालीन स्तिथि में मुझे क्या नम्बर मिलाना चाहिए?
"In case of emergency, call 119.",आपातकाल में ११९ को फ़ोन करें
I advise you to stop smoking.,मेरे ख़याल से तुम्हें सिगरेट पीना छोड़ देना चहिए।
I advise you to stop smoking.,मैं तुम्हें सिगरेट पीना छोड़ देने की सलाह देना चाहता हूँ।
You startled me!,तुमने मुझे डरा दिया!
"To my surprise, she could not answer the question.",मैं हैरान था कि वह सवाल का जवाब नहीं दे पाई।
Tom started the engine.,टॉम ने इंजन को चालू कर दिया।
Mr Hashimoto is known to everyone.,हाशिमोतो-जी को सभी जानते हैं।
The bridge is safe; you can drive across.,"ब्रिज सुरक्षित है, तुम उसपर गाड़ी चलाकर जा सकते हो।"
Do you know the man standing on the bridge?,तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?
It is the students' duty to clean their classrooms.,अपनी कक्षा की सफ़ाई करना विद्यार्थियों का कर्तव्य होता है।
Take off your hat when you enter a classroom.,क्लासरूम में घुसते समय अपनी टोपी उतारा करो।
You must not forget your schoolbooks.,तुम्हें अपनी पाठशाला की पुस्तकें नहीं भूलनी चाहिए।
There are many old temples in Kyoto.,क्योटो में बहुत सारे पुराने मंदिर हैं।
How is it going in the fish market?,मछली बाज़ार में कैसा चल रहा है?
Fish live in the water.,मछलियाँ पानी में जीतीं हैं।
Fish live in the sea.,मछलियाँ समुंदर में रहतीं हैं।
I'm allergic to fish.,मुझे मछली से एलर्जी है।
The fisherman exaggerated the size of the fish he had caught.,मछवारे ने पकड़ी हुई मछली के आकार को बढ़ा-चढ़ाकर बताया।
Is there a milkman?,दूधवाला है?
I ran into an old friend.,मेरी एक पुराने दोस्त से मुलाक़ात हुई।
Misfortunes never come singly.,मुसीबत अकेले नहीं आती।
Rub salt in the wound.,जले पर नमक छिड़कना।
Do you need an ambulance?,आपको ऐमब्यूलेंस की ज़रूरत है क्या?
"Hurry, and you will catch the train.",जल्दी करो तो ट्रेन पकड़ सकते हो।
"Hurry up, and you can catch the train.",जल्दी करोगे तो अभी भी ट्रेन पकड़ सकते हो।
"Hurry up, or you'll miss the bus.",जल्दी करो नहीं तो बस छूट जाएगी।
You make mistakes if you do things in a hurry.,जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।
I haven't seen him for a long time.,मैंने उसे बहुत दिनों से नहीं देखा है।
Smoking will do you a lot of harm.,धूम्रपान आपको हानि पहुँचाएगा।
What is the difference between imitation and real diamonds?,असली और नकली हीरों में क्या फ़र्क होता है?
What is done cannot be undone.,होनी को अनहोनी नहीं किया जा सकता।
What is done cannot be undone.,जो हो चुका है सो हो चुका है।
Reporter: Did you buy her a kitten?,रिपोर्टर: क्या आपने उसके लिए बिल्ली खरीदी थी?
Our train stopped suddenly.,हमारी ट्रेन अचानक रुक गई।
Please make yourself at home.,इसको अपना घर ही समझो।
Please make yourself at home.,इसको अपना घर ही समझिए।
What's the temperature?,तापमान क्या है?
You can go home if you like.,चाहो तो घर जा सकते हो।
You can go home if you like.,चाहो तो घर जा सकती हो।
Keep sight of the flag.,झंडे को नज़र में रखना।
There is a book on the desk.,मेज़ पर किताब है।
There is a bag on the desk.,मेज़ पर बस्ता रखा हुआ है।
There is a cat under the desk.,मेज़ के नीचे एक बिल्ली है।
I agree with you to a degree.,मैं तुम्हारे साथ एक हद तक सहमत हूँ।
Don't give up hope.,उम्मीद मत छोड़ो।
"Strange as it may sound, this is true.","चाहे सुनने में जितना भी अजीब लगे, यह सच है।"
I will be pleased to help you.,मुझे आपकी मदद करके खुशी होगी।
Turn your face this way.,अपना मूँह इस ओर मोड़ो।
Turn your face this way.,अपना मूँह इस तरफ़ मोड़ो।
I don't exist to you.,मैं तुम्हारी आँखों में मर चुका हूँ।
I've lost my glasses.,मेरा चश्मा खो गया है।
I've lost my glasses.,मेरे चश्मे खो गए हैं।
Cancer can be cured if discovered in time.,"कैंसर का अगर समय में पता चल जाए, तो उसका इलाज हो सकता है।"
It's as deep as it is wide.,"जितना गहरा है, उतना ही चौड़ा है।"
It's as deep as it is wide.,"जितनी गहरी है, उतनी ही चौड़ी है।"
Don't be afraid of making mistakes.,ग़लतियाँ करने से मत डरो।
We ought to do our best not to pollute our environment.,हमे पर्यावरण के प्रदूषण को रोकने का प्रयास करना चाहिए।
Kanji are difficult to read.,चीनी अक्षर पढ़ने में मुश्किल होते हैं।
The patient was lying in the bed with his eyes closed.,मरीज़ आँखें बंद कर बिस्टर पर लेटा हुआ था।
I feel cold. Do you mind closing the window?,मुझे ठंड लग रही है। खिड़की बंद कर सकते हो क्या?
Have fun.,मज़े करना।
Have fun.,मौज करना।
"It's been nice talking to you, but I really must go now.","आपसे बात करके खुशी हुई, पर अब मुझे जाना पड़ेगा।"
Not all the students were present in class.,कक्षा में सभी विद्यार्थी उपस्थित नहीं थें।
The students assisted the professor in the investigation.,छात्रों ने प्रोफेसर की तहकीकात में सहायता करी।
School begins in April.,स्कूल अप्रैल में शुरू होता है।
School is over at 3:30.,स्कूल साढ़े तीन बजे छूटता है।
School begins at eight-thirty.,स्कूल साढ़े-आठ बजे शुरू होता है।
"The more we learn, the better we realize our ignorance.","जितना ज़्यादा हम सीखते हैं, उतना हि बहतर हमें हमारी अज्ञानता का अहसास होता है।"
"After the revolution, France became a republic.","क्रांति के बाद, फ़्रांस एक गणतंत्र बना।"
There's a pub just around the corner.,बस उस कोने के आगे ही एक मदिरालय है।
I'm sure I've seen him before.,मुझे यकीन है कि मैंने उसे पहले देखा हुआ है।
"If you shout from the top of a cliff, you can hear the echo of your voice.",अगर तुम ऊँची चट्टान पर जाकर चिल्लाओ तो अपनी आवाज़ की गूँज सुन सकते हो।
Make sure to turn off all the lights before going out.,बहार जाने से पहले सारी बत्तियाँ बंद करना मत भूलना।
I would rather stay at home than go out.,मुझे बाहर जाने से घर में रहना पसंद है।
Didn't you go out?,आप बाहर नहीं गए थें क्या?
Didn't you go out?,तुम बाहर नहीं गए थे क्या?
Didn't you go out?,तू बाहर नहीं गया था क्या?
It is often said that the best way to learn a foreign language is to go to the country where it is spoken.,अक्सर कहा जाता है कि किसी भी विदेशी भाषा को सीखने का सबसे अच्छा तरीका उस देश में जाकर रहना होता है।
Learning a foreign language is fun.,विदेषी भाषा सीखना बहुत मज़ेदार होता है।
Everybody came to the class on time.,सभी लोग क्लास में समय पर पहुँचे।
How is everyone?,सब लोग कैसे हैं?
Everybody laughed.,सभी हँसे।
Cover up the injured man with this blanket.,घायल आदमी को इस कंबल से ढक दो।
Cross off the names of the people who have paid their dues.,"जो पैसे भर चुकें हैं, उनके नाम काट दो।"
Management of a company is different from ownership of a company.,किसी कम्पनी को चलाना उसके मालिक बनने से फ़र्क होता है।
Fix a date for the meeting.,मीटिंग के लिए तारीख पक्की करो।
How many people were present at the meeting?,बैठक मैं कितने लोग मौजूद थे ?
We gave our mother a watch.,हमने हमारी मां को एक घड़ी दी।
We accepted his offer.,हमने उसके प्रस्ताव को स्वीकार कर लिया।
We shared the profit among us all.,हमने मुनाफ़े को अपने बीच बाँटा।
We are against war.,हम जंग के ख़िलाफ़ हैं।
We are against war.,हम युद्ध का विरोध करते हैं।
We should observe the speed limit.,हमे गति सीमा का पालन करना चाहिए।
We are anxious for world peace.,हम विश्व शांति के लिए तत्पर हैं।
We are firmly confident of victory.,हमको अपनी जीत का पूरा यकीन है।
We must abide by the rules of the game.,हमे खेल के नियमों का पालन करना पड़ेगा।
We should do away with the death penalty.,हमें मौत की सज़ा को हटा देना चाहिए।
We must rescue the environment from pollution.,हमें पर्यावरण को प्रदूषण से बचाना चाहिए।
We investigated the matter from all angles.,हमने मामले की हर पहलू से छानबीन करी।
We voted for the candidate.,हमने उस उम्मीदवार को चुना।
We voted for the candidate.,हमने उस उम्मीदवार को अपना मत दिया।
We stayed at a hotel by the lake.,हम झील के पास एक होटल में ठहरे।
We were surprised at the news.,हम खबर सुनकर चौंक गए।
We talked to each other for a while.,हमने थोड़ी देर के लिए एक-दूसरे के साथ बात करी।
We are in agreement on this subject.,हम इस विषय पर सहमत हैं।
Our class consists of fifty boys.,हमारी क्लास में पचास लड़के हैं।
Our class consists of fifty boys.,हमारी कक्षा में पचास लड़के हैं।
Our new head office is in Tokyo.,हमारा नया प्रधान कार्यालय टोकियो में है।
Our new head office is in Tokyo.,हमारा नया हेड ऑफिस टोकियो में है।
Our meeting rarely starts on time.,हमारी मीटिंग कभी-कभार ही टाईम पर शुरू होती है।
Our team won the game.,हमारी टीम ने खेल जीता।
Would you carry my luggage upstairs?,क्या तुम मेरा सामान ऊपर ले जाओगे?
The vase was broken to pieces.,गुलदान टूट कर चूर-चूर हो गया।
Bees are flying among the flowers.,फूलों के बीच मधुमक्खियाँ उड़ रहीं हैं।
The bride suddenly laughed.,दुल्हन अचानक से हँस पड़ी।
The flowers were dying without water.,फूल पानी के बिना मरे जा रहे थे।
Flowers bloom.,फूल खिलते हैं।
I'll expect to hear from you by Tuesday.,मैं मंगलवार के आने से पहले तुमसे खबर सुनने की उम्मीद रखूँगा।
Twenty people perished in the blaze.,आग में बीस लोगों की मौत हो गई।
Twenty people perished in the blaze.,आग में बीस लोग चल बसे।
Fire burns.,आग जलाती है।
"As he had no way of making fire, he ate the fish raw.","वह आग जला नहीं सकता था, इसलिए उसने मछली को कच्चा खाया।"
The fruits are dried in the sun.,फलों को धूप में सुखाया जाता है।
What do you do in your free time?,तुम अपने खाली समय में क्या करते हो?
The house was in flames.,घर आग में लिपटा हुआ था।
I had to help with the housework.,मुझे घर के कामकाज में मदद करनी पड़ी।
I will give you a call as soon as I get home.,मैं घर पहुँचते ही तुम्हें फ़ोन करूँगी।
We're goin' home.,हम घर चलत हैं।
Summer is the season I like best.,गर्मी का मौसम मेरा सबसे पसंदीता मौसम है।
Thousands of foreigners visit Japan every year.,हज़ारों विदेशी हर साल जापान जाते हैं।
Some of the boys are fishing and the others are swimming.,"कुछ लड़के मछलियाँ पकड़ रहे हैं, और बाकी तैर रहे हैं।"
What time does it open?,कितने बजे खुलता है?
Why didn't you come?,तुम क्यों नहीं आए?
You may take anything you like.,तुम्हें जो अच्छा लगता है लेलो।
You shall not have your own way in everything.,तुम हर काम केवल अपनी मर्ज़ी से ही नहीं कर सकते।
What's new?,क्या नया है?
What's new?,नया क्या है?
There must be another way.,कोई और रास्ता भी होगा।
Can I help you?,क्या मैं आपकी सहायता कर सकता हूँ?
Can I help you?,क्या मैं आपकी मदद कर सकता हूँ?
"If something does happen, I'll just play it by ear.",अगर कुछ हो भी जाता है तो मैं कोई-न-कोई जुगाड़ कर लूँगा।
I think there has been some misunderstanding here.,मुझे लगता है कि यहाँ कुछ ग़लतफ़ैमी हुई है।
What do you want me to do?,तुम मुझसे क्या करवाना चाहते हो?
I wonder what happened.,पता नहीं क्या हुआ।
I'll give you a present.,मैं तुम्हें एक तोहफ़ा दूँगा।
What is over there?,वहां क्या है?
What is over there?,वहां उस तरफ़ क्या है?
What shall I do for you?,मैं आपके लिए क्या कर सकता हूँ?
Is there anything that I can do for you?,क्या मैं आपके लिए कुछ कर सकता हूं?
Is there anything that I can do for you?,क्या मैं आपके लिए कुछ कर सकती हूं?
Is there anything that I can do for you?,क्या मैं तुम्हारे लिए कुछ कर सकता हूं?
Is there anything that I can do for you?,क्या मैं तुम्हारे लिए कुछ कर सकती हूं?
Correct the underlined words.,रेखांकित शब्दों को सुधारिए।
I listen to music.,मैं संगीत सुनता हूँ।
"No music, no life.",संगीत नहीं तो जान नहीं।
The temperature falls.,तापमान गिरता है।
Was I wrong?,क्या मैं ग़लत था?
Don't worry about me.,मेरी चिंता मत करो।
Let me handle this.,यह मुझे संभालने दो।
The bird on the roof is a crow.,छत पर जो चिड़िया बैठी है वह एक कौआ है।
That's Tom's house with the red roof.,लाल छत वाला वह टॉम का घर है।
The king turned out to be naked.,राजा तो नंगा निकला।
There's a rich man sleeping on a golden bed.,एक अमीर आदमी सुनहरे बिस्तर पर सो रहा है।
The king ordered that the prisoner should be set free.,राजा ने हुक़्म दिया कि क़ैदी को रिहा कर दिया जाए।
The king crushed his enemies.,राजा ने अपने दुश्मनों को कुचल दिया।
The king abused his power.,राजा ने अपनी ताकत का दुरुपयोग किया।
The king governed the country.,राजा की देश पर हुकूमत थी।
Pollution has a disastrous effect on the ecology of a region.,प्रदूषण का किसी भी क्षेत्र की परिस्थिति पर बहुत ही हानिकारक प्रभाव पड़ता है।
